DEPTH,CNL_dec,DENS,SONI,LL9D,LL9S,MSFL,GrC,VCL,SW
11280,0.1887,2.445,82.91,0.559,0.963,1.852,212.9,0.7091,1
11280.5,0.1958,2.492,83.3,0.52,1.119,2.464,211.4,0.6999,1
11281,0.2112,2.54,84.88,0.572,1.718,1.676,208.4,0.6817,1
11281.5,0.2289,2.572,83.69,0.72,1.599,2.849,201.5,0.6408,1
11282,0.236,2.555,82.91,0.895,1.541,2.297,196.8,0.6123,1
11282.5,0.2242,2.538,84.48,1.197,1.488,2.13,189.4,0.5681,1
11283,0.2017,2.521,83.16,1.383,1.485,1.818,181.1,0.5181,1
11283.5,0.1876,2.496,81.13,1.383,1.406,2.548,178.1,0.4999,1
11284,0.1722,2.47,77.79,1.334,1.326,2.227,173.5,0.4726,1
11284.5,0.1645,2.473,76.61,1.283,1.177,2.265,176.6,0.4908,1
11285,0.1604,2.48,76.61,1.241,1.113,1.697,179.6,0.5089,1
11285.5,0.1769,2.464,78.18,1.154,1.113,1.505,185.6,0.5453,1
11286,0.1982,2.454,80.54,1.073,1.121,1.779,188.7,0.5634,1
11286.5,0.2151,2.449,81.33,0.998,1.2,2.065,187.1,0.5543,1
11287,0.2337,2.436,79.95,0.963,1.245,2.025,184.1,0.5361,1
11287.5,0.2453,2.464,79.76,0.963,1.292,1.882,184.1,0.5361,1
11288,0.2526,2.49,80.54,0.963,1.35,2.174,190.2,0.5724,1
11288.5,0.2413,2.489,82.12,0.998,1.437,2.319,194.7,0.5996,1
11289,0.229,2.494,82.12,1.054,1.427,1.968,197.7,0.6178,1
11289.5,0.229,2.513,82.12,1.113,1.375,2.024,202.2,0.645,1
11290,0.2256,2.531,82.12,1.154,1.323,2.246,206.8,0.6723,1
11290.5,0.2219,2.544,82.12,1.197,1.287,1.785,206.8,0.6722,1
11291,0.2195,2.521,83.3,1.154,1.287,1.896,209.8,0.6904,1
11291.5,0.2195,2.498,84.48,1.154,1.301,2.138,203.7,0.654,1
11292,0.2195,2.509,83.69,1.154,1.344,2.217,199.2,0.6267,1
11292.5,0.2186,2.529,83.45,1.154,1.269,2.421,185.6,0.5449,1
11293,0.2172,2.495,82.71,1.154,1.026,2.241,165.9,0.4268,1
11293.5,0.2125,2.458,80.54,1.154,0.837,1.689,152.3,0.345,1
11294,0.2054,2.42,80.15,1.154,0.744,1.256,146.2,0.3086,1
11294.5,0.1936,2.387,78.97,0.963,0.7,0.987,146.2,0.3086,1
11295,0.1841,2.375,77.79,0.863,0.627,0.804,150.7,0.3358,1
11295.5,0.1771,2.363,78.97,0.729,0.608,0.771,156.8,0.332,1
11296,0.1771,2.344,78.97,0.623,0.631,0.81,159.8,0.3572,1
11296.5,0.1771,2.351,81.33,0.539,0.655,0.823,167.4,0.3479,1
11297,0.1771,2.348,84.68,0.501,0.679,0.83,181.8,0.3519,1
11297.5,0.1818,2.363,87.24,0.506,0.711,1.092,188.6,0.5629,1
11298,0.1889,2.373,87.24,0.514,0.748,1.126,191.6,0.581,1
11298.5,0.1996,2.427,87.24,0.52,0.883,0.907,194,0.5957,1
11299,0.2007,2.429,83.69,0.569,1.079,1.368,196.1,0.6082,1
11299.5,0.1842,2.453,82.12,0.623,1.173,1.951,200.7,0.6355,1
11300,0.1842,2.459,82.91,0.682,1.248,2.026,202.2,0.6445,1
11300.5,0.1913,2.468,85.27,0.848,1.319,1.084,205.2,0.6627,1
11301,0.2055,2.469,85.27,0.998,1.334,1.069,209.7,0.6899,1
11301.5,0.2268,2.469,84.09,1.073,1.334,1.594,211.2,0.699,1
11302,0.2197,2.486,82.91,1.113,1.334,1.832,214.3,0.7171,1
11302.5,0.2126,2.504,80.94,1.113,1.367,1.941,214.3,0.7171,1
11303,0.2079,2.503,80.15,1.154,1.396,2.29,209.7,0.6898,1
11303.5,0.2126,2.498,80.15,1.154,1.426,2.265,206.7,0.6716,1
11304,0.2115,2.505,82.51,1.197,1.437,2.244,205.2,0.6625,1
11304.5,0.2103,2.502,79.76,1.197,1.412,1.593,197.6,0.6171,1
11305,0.2032,2.483,77.39,1.197,1.388,1.743,187,0.5534,1
11305.5,0.1914,2.463,75.03,1.197,1.379,1.494,180.9,0.5171,1
11306,0.1819,2.446,73.85,1.197,1.421,1.433,176.4,0.4898,1
11306.5,0.1772,2.443,77.85,1.197,1.482,1.463,173.4,0.4716,1
11307,0.1902,2.468,79.17,1.197,1.531,1.93,180.9,0.517,1
11307.5,0.2032,2.493,80.4,1.197,1.587,2.272,191.5,0.5806,1
11308,0.2209,2.517,81.33,1.218,1.666,1.333,197.6,0.6169,1
11308.5,0.2339,2.536,82.12,1.241,1.777,1.858,201.9,0.6429,1
11309,0.2372,2.553,81.53,1.334,1.723,2.076,207.4,0.6759,1
11309.5,0.241,2.53,83.6,1.383,1.638,2.284,212.7,0.7077,1
11310,0.2528,2.507,84,1.434,1.572,0.93,215.7,0.7259,1
11310.5,0.2623,2.484,84.09,1.434,1.542,1.54,211.2,0.6986,1
11311,0.2765,2.461,88.42,1.383,1.594,2.181,208.1,0.6804,1
11311.5,0.2859,2.469,87.45,1.334,1.714,2.469,205.1,0.6622,1
11312,0.2788,2.491,84.88,1.263,1.78,2.531,202.1,0.644,1
11312.5,0.2647,2.513,82.51,1.241,1.807,2.571,200.9,0.6368,1
11313,0.2529,2.532,83.69,1.334,1.882,1.59,199,0.6258,1
11313.5,0.2387,2.533,80.15,1.409,1.954,2.661,199,0.6258,1
11314,0.2309,2.547,79.17,1.487,1.988,3.693,205.1,0.6621,1
11314.5,0.2269,2.568,77.39,1.542,1.988,2.479,212.6,0.7075,1
11315,0.2151,2.574,76.61,1.6,1.849,2.479,217.2,0.7347,1
11315.5,0.2104,2.566,81.33,1.72,1.719,2.475,224,0.7756,1
11316,0.2293,2.55,84.88,1.72,1.598,1.853,229.3,0.8074,1
11316.5,0.2494,2.514,87.63,1.72,1.544,1.602,229.3,0.8074,1
11317,0.2624,2.488,87.24,1.599,1.661,1.516,226.3,0.7892,1
11317.5,0.2718,2.515,86.84,1.487,1.787,2.487,224.7,0.7801,1
11318,0.26,2.542,83.69,1.434,1.919,2.763,223.2,0.7709,1
11318.5,0.2458,2.569,81.9,1.487,1.912,2.979,218.7,0.7436,1
11319,0.2317,2.572,80.54,1.599,1.778,3.087,191.4,0.5801,1
11319.5,0.2057,2.549,79.17,1.72,1.653,3.023,173.3,0.471,1
11320,0.1892,2.526,77,1.783,1.533,2.334,150.6,0.3347,1
11320.5,0.1797,2.503,74.64,1.783,1.374,2.716,146.5,0.3102,1
11321,0.1703,2.48,74.24,1.716,1.225,2.766,140,0.271,1
11321.5,0.1774,2.483,75.82,1.658,1.003,1.66,132.4,0.2256,1
11322,0.1821,2.466,78.57,1.542,0.721,1.044,130.9,0.2165,1
11322.5,0.1847,2.423,80.54,1.383,0.631,0.804,126.3,0.1892,1
11323,0.1868,2.38,80.54,1.103,0.603,0.835,124.8,0.1801,1
11323.5,0.1834,2.354,81.33,0.793,0.569,0.96,123.3,0.171,1
11324,0.1821,2.343,81.33,0.695,0.515,0.862,121.8,0.1619,1
11324.5,0.1869,2.335,81.33,0.646,0.487,0.7,119.8,0.1499,1
11325,0.1907,2.335,82.51,0.559,0.46,0.669,118.7,0.1437,1
11325.5,0.1963,2.318,84.09,0.495,0.426,0.584,116.9,0.1328,1
11326,0.2034,2.295,84.73,0.476,0.401,0.594,115.7,0.1254,1
11326.5,0.2081,2.275,85.27,0.458,0.384,0.586,115.7,0.1254,1
11327,0.2081,2.263,85.66,0.436,0.364,0.543,115.7,0.1254,1
11327.5,0.2082,2.262,86.84,0.411,0.345,0.528,115.7,0.1254,1
11328,0.2066,2.267,86.06,0.375,0.334,0.507,120.7,0.1555,1
11328.5,0.2058,2.267,85.66,0.362,0.343,0.527,124.8,0.1798,1
11329,0.2011,2.283,85.27,0.349,0.423,0.551,130.8,0.2162,1
11329.5,0.1893,2.303,80.94,0.33,0.619,0.613,138.4,0.2616,1
11330,0.1787,2.317,77.79,0.313,0.86,1.071,145.9,0.307,1
11330.5,0.168,2.35,77,0.324,0.774,1.546,153.5,0.3524,1
11331,0.1633,2.384,77,0.43,0.72,1.041,167.1,0.4341,1
11331.5,0.1728,2.384,78.97,0.579,0.694,1.128,174.7,0.4795,1
11332,0.1846,2.385,79.36,0.895,0.739,0.723,180.7,0.5159,1
11332.5,0.187,2.393,79.36,0.895,0.792,0.613,198.4,0.6219,1
11333,0.19,2.436,82.12,0.765,1.09,1.477,208,0.6794,1
11333.5,0.1964,2.499,81.72,0.695,1.604,2.473,212.5,0.7066,1
11334,0.2094,2.562,81.72,0.695,1.686,2.692,212.5,0.7066,1
11334.5,0.2248,2.58,82.47,0.818,1.623,2.345,212.5,0.7066,1
11335,0.2317,2.554,84.09,1.113,1.571,1.802,216.3,0.7293,1
11335.5,0.239,2.547,86.06,1.658,1.502,1.215,220.1,0.752,1
11336,0.2626,2.545,85.27,1.599,1.418,0.755,219.2,0.7471,1
11336.5,0.265,2.541,85.27,1.53,1.396,0.841,217,0.7338,1
11337,0.2579,2.524,85.27,1.434,1.435,1.41,207.2,0.6747,1
11337.5,0.2461,2.524,85.27,1.32,1.428,1.832,197.3,0.6156,1
11338,0.2343,2.514,84.88,1.241,1.384,1.171,191.3,0.5792,1
11338.5,0.2201,2.509,80.94,1.241,1.404,1.486,182.2,0.5247,1
11339,0.2012,2.508,77.79,1.241,1.435,2.235,176.1,0.4883,1
11339.5,0.1776,2.517,74.24,1.271,1.596,2.867,166.3,0.4292,1
11340,0.154,2.54,72.47,1.24,1.706,3.201,159.5,0.3883,1
11340.5,0.1422,2.526,72.28,1.2,1.914,2.92,154.9,0.361,1
11341,0.1369,2.51,74.24,1.1,1.765,2.87,150.4,0.3337,1
11341.5,0.136,2.492,72.67,1.2,1.573,2.17,148.3,0.321,1
11342,0.1351,2.473,73.06,1.599,1.542,1.355,143.6,0.2928,1
11342.5,0.1351,2.461,72.28,1.487,1.542,1.309,139.2,0.2667,1
11343,0.1445,2.505,72.06,1.434,1.625,2.517,135.2,0.2428,1
11343.5,0.1493,2.532,71.49,1.2,1.769,2.872,129.2,0.2064,1
11344,0.1468,2.543,69.91,1.1,1.863,2.313,133.7,0.2336,1
11344.5,0.1446,2.561,67.55,1.3,1.946,2.314,141.3,0.2791,1
11345,0.1399,2.583,66.37,1.4,2.13,2.756,148.9,0.3245,1
11345.5,0.1422,2.568,66.76,1.599,2.39,1.632,157.9,0.379,1
11346,0.147,2.585,66.76,1.658,2.369,1.164,173.8,0.4743,1
11346.5,0.16,2.601,69.91,1.816,2.127,1.86,186.7,0.5516,1
11347,0.1729,2.592,73.46,1.988,1.779,2.916,193.5,0.5924,1
11347.5,0.1848,2.582,78.18,2.657,1.367,5.149,198.8,0.6242,1
11348,0.1966,2.573,81.33,1.827,1.165,3.597,201.8,0.6424,1
11348.5,0.2055,2.52,82.45,1.434,1.056,2.386,201.8,0.6423,1
11349,0.2084,2.456,83.3,1.197,0.854,1.241,198,0.6196,1
11349.5,0.2155,2.392,84.88,1.035,0.708,1.351,186.2,0.2798,1
11350,0.2202,2.366,86.39,0.912,0.59,1.599,181.1,0.3126,1
11350.5,0.2297,2.35,87.63,0.686,0.538,1.348,179.1,0.3304,1
11351,0.225,2.329,87.63,0.51,0.503,0.899,176.1,0.36,1
11351.5,0.2224,2.298,89.21,0.449,0.468,0.791,171.5,0.402,1
11352,0.2203,2.289,89.21,0.382,0.444,0.87,173,0.4147,1
11352.5,0.2085,2.273,88.81,0.353,0.431,0.833,177.6,0.4402,1
11353,0.2037,2.254,88.42,0.33,0.422,0.63,180.6,0.467,1
11353.5,0.2049,2.272,88.03,0.324,0.423,0.545,182.1,0.4427,1
11354,0.2072,2.297,86.84,0.324,0.46,0.556,180.6,0.4088,1
11354.5,0.2085,2.322,86,0.349,0.503,0.626,172.2,0.3752,1
11355,0.2014,2.347,85.27,0.375,0.527,0.787,168.5,0.3445,1
11355.5,0.1932,2.372,82.12,0.418,0.569,0.856,160.9,0.3143,1
11356,0.1825,2.41,77.39,0.449,0.608,0.684,159.4,0.2677,1
11356.5,0.1731,2.501,73.85,0.574,0.744,0.739,159.4,0.1504,1
11357,0.1636,2.581,70.7,0.848,1.184,1.297,161.3,0.3991,1
11357.5,0.1565,2.572,70.7,1.31,1.63,2.195,162.4,0.4057,1
11358,0.1519,2.564,70.7,2.138,2.106,2.68,165.4,0.4238,1
11358.5,0.1495,2.559,69.52,2.138,2.206,2.84,171.5,0.4602,1
11359,0.153,2.57,71.49,1.988,2.065,2.654,177.5,0.4965,1
11359.5,0.1589,2.559,72.47,1.875,1.813,2.75,179,0.5055,1
11360,0.1566,2.54,74.05,1.751,1.666,2.308,176,0.4873,1
11360.5,0.1541,2.496,75.82,1.599,1.527,2.192,173,0.4691,1
11361,0.1471,2.452,75.47,1.542,1.434,2.182,176,0.4873,1
11361.5,0.1495,2.434,75.03,1.461,1.434,2.126,176,0.4873,1
11362,0.1506,2.449,74.64,1.434,1.471,2.269,172.9,0.4691,1
11362.5,0.1531,2.464,74.93,1.434,1.542,2.371,168.4,0.4418,1
11363,0.159,2.447,75.43,1.487,1.542,2.37,167.6,0.4369,1
11363.5,0.159,2.446,75.43,1.487,1.504,2.175,166.9,0.4327,1
11364,0.157,2.432,75.43,1.434,1.433,1.985,165.4,0.4236,1
11364.5,0.1543,2.435,74.64,1.334,1.442,2.018,165.4,0.4235,1
11365,0.1519,2.448,74.64,1.241,1.494,2.17,165.4,0.4235,1
11365.5,0.1566,2.472,74.64,1.287,1.542,2.142,165.3,0.4235,1
11366,0.1637,2.493,73.85,1.359,1.542,2.067,169.9,0.4507,1
11366.5,0.1684,2.485,74.64,1.415,1.515,1.958,175.9,0.487,1
11367,0.1708,2.485,74.8,1.434,1.452,1.872,184.5,0.5385,1
11367.5,0.1755,2.472,75.03,1.287,1.438,1.872,189.5,0.5688,1
11368,0.185,2.455,77.39,1.272,1.422,1.908,198.6,0.6233,1
11368.5,0.1921,2.435,80.94,1.241,1.373,1.882,203.2,0.6505,1
11369,0.2039,2.416,83.69,1.154,1.316,1.507,201.6,0.6414,1
11369.5,0.2512,2.402,82.51,1.113,1.3,0.859,200.1,0.6323,1
11370,0.2465,2.396,81.4,1.154,1.37,0.543,200.1,0.6323,1
11370.5,0.2323,2.415,78.57,1.197,1.459,1.563,200.1,0.6323,1
11371,0.2047,2.437,76.21,1.241,1.384,2.441,205.4,0.664,1
11371.5,0.1945,2.443,77,1.334,1.226,1.668,215.2,0.7231,1
11372,0.1992,2.435,77.79,1.287,1.182,1.033,218.3,0.7412,1
11372.5,0.2099,2.418,78.57,1.083,1.117,1.417,223.6,0.773,1
11373,0.2252,2.428,80.94,0.945,1.142,1.643,228.9,0.8048,1
11373.5,0.256,2.456,83.69,0.928,1.262,1.674,225.8,0.7866,1
11374,0.2678,2.51,87.24,1.016,1.287,1.889,217.5,0.7366,1
11374.5,0.2772,2.565,87.24,1.113,1.287,1.816,204.6,0.6593,1
11375,0.2819,2.566,87.24,1.113,1.287,1.681,194,0.5957,1
11375.5,0.2867,2.57,85.27,1.113,1.32,1.682,188,0.5593,1
11376,0.2841,2.564,84.1,1.113,1.432,1.616,181.9,0.523,1
11376.5,0.282,2.558,81.33,1.154,1.588,1.65,178.9,0.5048,1
11377,0.2631,2.562,78.18,1.263,1.658,2.248,178.9,0.5047,1
11377.5,0.2458,2.571,77.39,1.434,1.658,2.896,182.7,0.528,1
11378,0.2324,2.572,80.54,1.487,1.607,2.744,188.7,0.5638,1
11378.5,0.2395,2.568,82.51,1.456,1.509,2.304,195.5,0.6046,1
11379,0.2442,2.551,82.08,1.409,1.51,2.259,194,0.5955,1
11379.5,0.2418,2.539,81.72,1.383,1.57,2.225,191,0.5773,1
11380,0.2265,2.531,80.54,1.383,1.533,2.335,184.9,0.5409,1
11380.5,0.2076,2.513,78.97,1.487,1.291,2.556,181.9,0.5228,1
11381,0.1899,2.482,80.54,1.086,1.058,2.666,178.9,0.5046,1
11381.5,0.1899,2.449,83.1,0.863,0.911,1.948,172.8,0.4682,1
11382,0.1899,2.415,84.88,0.733,0.735,1.11,168.3,0.4409,1
11382.5,0.1923,2.373,85.27,0.623,0.593,0.913,162.2,0.4047,1
11383,0.1894,2.348,84.09,0.569,0.55,0.966,157.6,0.3475,1
11383.5,0.1875,2.345,83.69,0.52,0.53,0.927,153.1,0.35,1
11384,0.1852,2.337,83.69,0.52,0.511,0.813,148.6,0.3227,1
11384.5,0.1828,2.326,83.3,0.483,0.493,0.785,145.5,0.3045,1
11385,0.1829,2.326,82.91,0.473,0.474,0.794,145.5,0.3045,1
11385.5,0.1829,2.32,82.51,0.466,0.457,0.812,145.5,0.3045,1
11386,0.1852,2.308,83.3,0.449,0.442,0.79,145.5,0.3044,1
11386.5,0.1876,2.299,83.3,0.442,0.424,0.717,145.5,0.3044,1
11387,0.1923,2.306,83.69,0.433,0.418,0.665,145.5,0.3044,1
11387.5,0.1935,2.298,82.91,0.427,0.418,0.656,156.1,0.368,1
11388,0.1947,2.3,83.69,0.418,0.426,0.656,160.2,0.3926,1
11388.5,0.1923,2.295,84.45,0.418,0.441,0.665,166.7,0.4167,1
11389,0.1876,2.311,85.11,0.43,0.468,0.717,169.7,0.3972,1
11389.5,0.1888,2.327,85.66,0.449,0.497,0.841,169.7,0.3756,1
11390,0.1908,2.342,84.88,0.483,0.54,0.971,164.4,0.3549,1
11390.5,0.1924,2.349,83.3,0.539,0.561,0.963,161.3,0.3451,1
11391,0.1924,2.336,83.17,0.539,0.548,0.962,157.6,0.3624,1
11391.5,0.1924,2.301,82.91,0.539,0.529,1,157.6,0.3769,1
11392,0.1924,2.295,82.91,0.53,0.495,0.981,157.6,0.3768,1
11392.5,0.1924,2.296,82.91,0.51,0.483,0.836,157.6,0.3768,1
11393,0.1924,2.302,82.91,0.484,0.483,0.788,158.4,0.3815,1
11393.5,0.1853,2.316,82.91,0.466,0.483,0.788,159.1,0.3859,1
11394,0.1806,2.334,82.91,0.466,0.509,0.736,165.1,0.3692,1
11394.5,0.1782,2.313,82.91,0.483,0.52,0.832,168.1,0.3979,1
11395,0.1853,2.312,83.69,0.501,0.533,0.831,169.7,0.3967,1
11395.5,0.1877,2.311,84.48,0.52,0.539,0.834,168.9,0.3972,1
11396,0.1853,2.308,85.01,0.52,0.539,0.866,168.1,0.402,1
11396.5,0.1827,2.309,85.27,0.52,0.539,0.83,168.1,0.4016,1
11397,0.1806,2.301,84.48,0.52,0.539,0.837,167.4,0.413,1
11397.5,0.1796,2.311,84.09,0.52,0.539,0.856,164.9,0.4001,1
11398,0.1783,2.322,83.76,0.52,0.539,0.876,162.1,0.386,1
11398.5,0.1783,2.318,83.31,0.52,0.532,0.86,160.6,0.3913,1
11399,0.1806,2.32,82.91,0.52,0.521,0.827,159.7,0.3878,1
11399.5,0.1807,2.321,82.46,0.539,0.52,0.853,159,0.3856,1
11400,0.1807,2.324,82.12,0.559,0.52,0.965,154.5,0.3583,1
11400.5,0.1783,2.335,82.12,0.559,0.52,0.919,151.4,0.34,1
11401,0.1807,2.329,82.51,0.559,0.52,0.819,150,0.3311,1
11401.5,0.1807,2.326,82.61,0.529,0.52,0.788,150,0.3311,1
11402,0.1783,2.325,82.91,0.501,0.534,0.797,150,0.3311,1
11402.5,0.1783,2.328,82.75,0.483,0.542,0.886,150,0.3311,1
11403,0.1783,2.33,82.45,0.501,0.55,0.908,150,0.3311,1
11403.5,0.1807,2.327,82.12,0.512,0.558,0.935,146.9,0.3129,1
11404,0.1783,2.333,82.12,0.52,0.559,0.97,148.7,0.3238,1
11404.5,0.1736,2.336,82.51,0.52,0.559,0.848,151.5,0.3401,1
11405,0.1807,2.327,82.91,0.52,0.53,0.845,159,0.3785,1
11405.5,0.1854,2.308,83.69,0.501,0.507,0.804,163.6,0.402,1
11406,0.1972,2.311,84.27,0.483,0.486,0.795,171.9,0.3938,1
11406.5,0.1972,2.311,84.88,0.464,0.454,0.631,180.2,0.3938,1
11407,0.1972,2.309,84.88,0.449,0.459,0.571,190.8,0.3964,1
11407.5,0.1913,2.324,83.69,0.418,0.471,0.596,206.7,0.6718,1
11408,0.1878,2.332,83.19,0.403,0.539,0.618,215,0.7218,1
11408.5,0.1948,2.374,82.51,0.501,0.701,0.897,216.5,0.7309,1
11409,0.1948,2.428,83.05,0.623,1.35,1.857,209,0.6854,1
11409.5,0.1948,2.445,83.69,0.895,1.258,2.825,203.7,0.6536,1
11410,0.1996,2.407,84.54,1.434,1.044,2.173,201.4,0.64,1
11410.5,0.2055,2.379,85.27,1.218,0.951,1.354,202.9,0.6491,1
11411,0.209,2.361,86.45,0.912,0.77,0.981,205.9,0.3232,1
11411.5,0.2066,2.372,86.84,0.747,0.699,0.941,205.9,0.3095,1
11412,0.2008,2.377,87.24,0.67,0.741,1.037,201.4,0.305,1
11412.5,0.1901,2.367,87.24,0.623,0.747,1.243,199.9,0.322,1
11413,0.1854,2.362,87.24,0.623,0.802,1.012,190.8,0.3304,1
11413.5,0.1886,2.37,86.82,0.67,0.805,1.21,177.2,0.3186,1
11414,0.1901,2.367,86.45,0.747,0.751,1.329,166.6,0.322,1
11414.5,0.1894,2.346,84.88,0.72,0.649,1.462,153,0.3492,1
11415,0.1885,2.332,84.48,0.646,0.56,0.884,149.2,0.3265,1
11415.5,0.1878,2.328,85.27,0.579,0.501,0.882,148.4,0.322,1
11416,0.1901,2.321,85.44,0.483,0.483,0.636,148.4,0.322,1
11416.5,0.1925,2.317,85.66,0.449,0.483,0.636,145.4,0.3038,1
11417,0.1912,2.317,85.47,0.449,0.501,0.614,143.9,0.2947,1
11417.5,0.1878,2.326,85.27,0.449,0.511,0.685,140.9,0.2765,1
11418,0.1888,2.328,85.27,0.449,0.52,0.737,141.6,0.2806,1
11418.5,0.1901,2.313,85.11,0.449,0.519,0.756,144.7,0.2993,1
11419,0.1901,2.306,84.88,0.466,0.482,0.593,153,0.3492,1
11419.5,0.1925,2.306,85.66,0.466,0.449,0.614,159,0.3856,1
11420,0.1996,2.298,86.54,0.449,0.431,0.605,165.1,0.4102,1
11420.5,0.2067,2.287,87.24,0.433,0.403,0.512,165.1,0.4219,1
11421,0.2114,2.277,87.63,0.389,0.403,0.516,163.6,0.4128,1
11421.5,0.2161,2.274,87.63,0.383,0.403,0.543,162.1,0.4038,1
11422,0.2161,2.276,87.52,0.375,0.406,0.518,159,0.3856,1
11422.5,0.2135,2.279,87.37,0.384,0.418,0.552,159,0.3856,1
11423,0.2114,2.28,87.24,0.403,0.418,0.563,156,0.3674,1
11423.5,0.2099,2.287,86.84,0.403,0.418,0.564,153,0.3492,1
11424,0.209,2.281,86.84,0.403,0.414,0.527,153,0.3492,1
11424.5,0.2067,2.285,86.84,0.389,0.402,0.506,153,0.3492,1
11425,0.2048,2.285,87.57,0.389,0.411,0.518,154,0.3552,1
11425.5,0.2019,2.288,88.03,0.389,0.439,0.562,154.5,0.3583,1
11426,0.2012,2.291,87.86,0.397,0.449,0.573,154.5,0.3583,1
11426.5,0.2003,2.291,87.63,0.403,0.449,0.609,151.5,0.3401,1
11427,0.1996,2.283,87.24,0.433,0.447,0.667,148.9,0.3248,1
11427.5,0.1972,2.272,86.84,0.466,0.435,0.647,146.9,0.3129,1
11428,0.1972,2.276,87.24,0.449,0.422,0.565,143.9,0.2947,1
11428.5,0.1972,2.277,86.84,0.433,0.419,0.609,140.9,0.2765,1
11429,0.1972,2.281,86.06,0.427,0.412,0.66,139.4,0.2675,1
11429.5,0.1996,2.285,86.06,0.418,0.401,0.652,139.4,0.2675,1
11430,0.2067,2.277,85.66,0.401,0.393,0.59,140.9,0.2765,1
11430.5,0.209,2.275,86.05,0.389,0.38,0.578,139.4,0.2675,1
11431,0.2161,2.274,86.45,0.389,0.366,0.596,138.5,0.2622,1
11431.5,0.2141,2.273,86.45,0.382,0.357,0.567,137.8,0.2584,1
11432,0.2114,2.268,86.57,0.375,0.349,0.557,140.9,0.2765,1
11432.5,0.2114,2.259,86.74,0.362,0.357,0.585,145.4,0.3038,1
11433,0.209,2.251,86.84,0.362,0.37,0.541,148.4,0.322,1
11433.5,0.2031,2.247,86.84,0.362,0.395,0.576,153,0.3492,1
11434,0.1996,2.24,86.84,0.362,0.41,0.614,154.5,0.3583,1
11434.5,0.2013,2.267,88.03,0.362,0.427,0.632,157.5,0.3765,1
11435,0.2019,2.269,88.81,0.377,0.462,0.659,164.3,0.4174,1
11435.5,0.2019,2.27,88.81,0.389,0.466,0.7,172.7,0.4465,1
11436,0.2126,2.262,88.81,0.418,0.466,0.785,172.7,0.4533,1
11436.5,0.2208,2.256,88.81,0.436,0.466,0.768,172.7,0.4583,1
11437,0.2256,2.272,88.42,0.449,0.466,0.694,171.1,0.4354,1
11437.5,0.2256,2.282,88.42,0.466,0.466,0.685,166.6,0.4221,1
11438,0.2138,2.28,89.6,0.466,0.466,0.734,167.7,0.429,1
11438.5,0.2138,2.275,89.46,0.456,0.466,0.765,169.6,0.4356,1
11439,0.2159,2.267,89.21,0.449,0.466,0.766,173.2,0.4455,1
11439.5,0.2208,2.269,89.21,0.449,0.5,0.766,175.7,0.441,1
11440,0.2208,2.277,88.07,0.449,0.519,0.793,178.7,0.4304,1
11440.5,0.2194,2.288,87.43,0.418,0.52,0.886,180.2,0.4163,1
11441,0.2185,2.3,87.06,0.449,0.483,0.931,180.2,0.4008,1
11441.5,0.2161,2.293,86.84,0.466,0.458,0.987,175.7,0.4109,1
11442,0.2161,2.278,88.03,0.466,0.449,0.74,172.7,0.4308,1
11442.5,0.2161,2.263,88.03,0.433,0.45,0.856,176.4,0.4507,1
11443,0.2114,2.25,87.63,0.403,0.512,0.989,183.2,0.4696,1
11443.5,0.2067,2.274,86.84,0.389,0.601,0.98,186.3,0.4395,1
11444,0.2043,2.297,86.64,0.389,0.624,0.775,188.3,0.4098,1
11444.5,0.2043,2.321,86.84,0.433,0.644,0.954,189.3,0.378,1
11445,0.2071,2.336,86.49,0.483,0.598,0.973,189.3,0.3571,1
11445.5,0.209,2.33,86.06,0.559,0.555,0.966,185.7,0.3644,1
11446,0.2161,2.324,86.06,0.559,0.527,0.736,184.8,0.3698,1
11446.5,0.209,2.318,86.06,0.501,0.635,0.753,193.8,0.3803,1
11447,0.1972,2.313,84.31,0.483,0.758,0.905,199.9,0.3911,1
11447.5,0.1901,2.346,82.91,0.449,0.896,1.165,208.2,0.6809,1
11448,0.1972,2.389,84.29,0.466,1.195,1.724,213.5,0.7127,1
11448.5,0.2066,2.431,84.68,0.559,1.496,1.501,218.1,0.74,1
11449,0.2267,2.396,89.6,0.646,1.458,0.416,218.1,0.74,1
11449.5,0.2634,2.355,94.32,0.848,1.261,0.431,215,0.7218,1
11450,0.3059,2.314,94.72,1.434,1.102,0.454,210.8,0.6963,1
11450.5,0.3342,2.309,93.93,1.334,1.087,0.561,209,0.6854,1
11451,0.3366,2.363,91.57,1.054,1.211,0.801,205.9,0.6673,1
11451.5,0.3295,2.417,88.03,0.963,1.354,0.937,204.4,0.6582,1
11452,0.3106,2.47,82.91,0.963,1.534,1.359,201.4,0.64,1
11452.5,0.2846,2.524,81.55,1.035,1.658,2.193,201.4,0.64,1
11453,0.2586,2.528,81.33,1.154,1.658,2.432,201.4,0.64,1
11453.5,0.2326,2.519,79.89,1.23,1.61,2.28,198.4,0.6218,1
11454,0.2185,2.501,79.36,1.334,1.048,2.281,187.8,0.5582,1
11454.5,0.209,2.461,78.97,1.434,0.739,2.227,180.2,0.5128,1
11455,0.196,2.422,81.72,1.389,0.618,1.373,174.9,0.481,1
11455.5,0.1925,2.382,82.51,1.218,0.547,0.663,169.4,0.3013,1
11456,0.1925,2.343,82.91,0.833,0.52,0.669,165.1,0.353,1
